id,price,order_date,due_date,opt_date,delivery_date,cidade_origem_id,regiao_origem_id,cidade_destino_id,regiao_destino_id,peso
453,5.85,2022-02-17 20:21:09+00:00,2022-02-21 00:00:00,2022-02-18 11:05:10,2022-02-18 12:12:18,4,2,15,1,269
454,5.49,2022-02-22 20:00:24+00:00,2022-02-24 00:00:00,2022-02-23 21:16:01,2022-02-24 10:58:34,4,2,75,1,191
455,5.98,2022-02-25 18:05:08+00:00,2022-02-28 00:00:00,2022-02-27 18:41:29,2022-02-28 15:31:55,4,2,2,1,0.38
456,5.49,2022-02-15 20:36:06+00:00,2022-02-17 00:00:00,2022-02-15 21:00:09,2022-02-16 14:41:09,4,2,14,1,269
457,5.98,2022-02-22 17:40:51+00:00,2022-02-24 00:00:00,2022-02-23 21:18:52,2022-02-24 11:39:08,4,2,80,1,418
458,5.98,2022-02-21 19:46:57+00:00,2022-02-23 00:00:00,2022-02-22 07:29:30,2022-02-22 14:48:01,4,2,55,1,0.44
459,6.44,2022-02-24 17:45:37+00:00,2022-02-25 00:00:00,2022-02-25 11:32:50,2022-03-08 07:54:38,4,2,24,1,312
460,7.15,2022-02-24 19:51:11+00:00,2022-03-01 00:00:00,2022-02-24 21:05:15,2022-02-28 11:42:10,4,2,2,1,876
461,6.55,2022-02-26 07:32:56+00:00,2022-02-28 00:00:00,2022-02-27 18:57:22,2022-02-28 13:43:47,4,2,6,1,643
462,07.04,2022-02-24 19:51:26+00:00,2022-02-28 00:00:00,2022-02-24 20:35:10,2022-02-25 14:18:15,4,2,45,1,422
463,5.98,2022-02-21 19:47:03+00:00,2022-02-23 00:00:00,2022-02-21 20:59:19,2022-02-22 11:14:53,4,2,2,1,0.4
464,7.15,2022-02-26 10:09:11+00:00,2022-02-28 00:00:00,2022-02-27 18:33:16,2022-02-28 11:24:07,4,2,18,1,926
465,5.98,2022-02-24 19:51:33+00:00,2022-02-28 00:00:00,2022-02-24 21:06:22,2022-02-25 10:19:31,4,2,2,1,0.48
466,7.65,2022-02-19 08:06:50+00:00,2022-02-21 00:00:00,2022-02-21 06:37:41,2022-02-21 19:36:57,4,2,76,1,727
467,5.98,2022-02-16 17:37:55+00:00,2022-02-18 00:00:00,2022-02-17 01:43:22,2022-02-17 18:27:48,4,2,9,1,0.43
468,7.75,2022-02-17 19:39:51+00:00,2022-02-21 00:00:00,2022-02-17 20:37:04,2022-02-18 18:36:25,4,2,46,1,1582
469,5.98,2022-02-21 19:46:57+00:00,2022-02-23 00:00:00,2022-02-21 21:05:55,2022-02-22 10:37:26,4,2,29,1,0.44
470,5.49,2022-02-16 19:44:56+00:00,2022-02-21 00:00:00,2022-02-17 01:43:22,2022-02-17 15:21:42,4,2,9,1,0.3
471,6.55,2022-02-24 19:51:23+00:00,2022-02-28 00:00:00,2022-02-24 21:05:15,2022-02-25 10:12:15,4,2,2,1,596
472,5.98,2022-02-23 20:17:11+00:00,2022-02-25 00:00:00,2022-02-23 20:16:59,2022-02-24 14:31:58,4,2,2,1,341
473,5.98,2022-02-26 18:43:32+00:00,2022-02-28 00:00:00,2022-02-27 18:51:18,2022-02-28 13:09:24,4,2,2,1,322
474,6.45,2022-02-22 19:41:25+00:00,2022-02-24 00:00:00,2022-02-23 20:30:00,2022-02-24 16:04:01,4,2,74,1,275
475,7.15,2022-02-25 20:14:51+00:00,2022-02-28 00:00:00,2022-02-27 18:56:29,2022-02-28 15:37:27,4,2,2,1,777
476,5.85,2022-02-26 07:32:55+00:00,2022-02-28 00:00:00,2022-02-28 07:40:20,2022-02-28 16:06:08,4,2,31,1,0.28
477,5.49,2022-02-22 19:41:30+00:00,2022-02-25 00:00:00,2022-02-23 21:05:05,2022-02-24 12:40:06,4,2,9,1,0.1
478,5.98,2022-02-23 20:17:11+00:00,2022-02-25 00:00:00,2022-02-23 20:22:54,2022-02-24 11:53:41,4,2,2,1,418
479,5.49,2022-02-14 19:04:26+00:00,2022-02-16 00:00:00,2022-02-14 21:20:15,2022-02-15 12:57:36,4,2,18,1,0.27
480,5.49,2022-02-22 20:00:01+00:00,2022-02-24 00:00:00,2022-02-23 21:01:55,2022-02-24 11:50:12,4,2,46,1,275
481,5.98,2022-02-26 18:43:32+00:00,2022-02-28 00:00:00,2022-02-27 18:41:31,2022-02-28 15:02:30,4,2,2,1,381
482,5.98,2022-02-24 17:45:37+00:00,2022-02-25 00:00:00,2022-02-24 20:58:28,2022-02-25 11:57:36,4,2,2,1,446
483,5.85,2022-02-23 20:17:22+00:00,2022-02-25 00:00:00,2022-02-23 20:27:56,2022-02-24 11:58:34,4,2,25,1,269
484,5.49,2022-02-26 08:11:01+00:00,2022-02-28 00:00:00,2022-02-27 18:45:54,2022-02-28 10:46:42,4,2,2,1,0.16
485,7.15,2022-02-26 17:36:34+00:00,2022-02-28 00:00:00,2022-02-27 18:56:37,2022-02-28 16:51:26,4,2,2,1,898
486,5.98,2022-02-26 07:32:55+00:00,2022-02-28 00:00:00,2022-02-27 18:41:48,2022-02-28 11:19:13,4,2,2,1,357
487,5.98,2022-02-17 19:39:50+00:00,2022-02-21 00:00:00,2022-02-17 20:52:20,2022-02-18 14:51:42,4,2,2,1,0.45
488,5.98,2022-02-22 20:00:01+00:00,2022-02-24 00:00:00,2022-02-23 21:03:34,2022-02-24 13:32:08,4,2,2,1,504
489,5.85,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-21 11:22:50,2022-02-21 17:28:02,4,2,15,1,302
490,5.49,2022-02-22 20:00:18+00:00,2022-02-24 00:00:00,2022-02-23 21:11:52,2022-02-24 11:42:19,4,2,2,1,0.12
491,5.49,2022-02-22 20:00:09+00:00,2022-02-24 00:00:00,2022-02-23 20:19:37,2022-02-24 10:22:33,4,2,2,1,0.3
492,5.98,2022-02-19 13:46:19+00:00,2022-02-21 00:00:00,2022-02-21 07:47:38,2022-02-21 14:37:56,4,2,55,1,0.44
493,5.85,2022-02-19 18:46:25+00:00,2022-02-21 00:00:00,2022-02-20 18:45:52,2022-02-21 08:38:02,4,2,47,1,275
494,7.75,2022-02-24 19:51:19+00:00,2022-03-03 00:00:00,2022-02-24 21:23:57,2022-03-03 13:05:31,4,2,2,1,1.1
495,5.49,2022-02-22 19:41:35+00:00,2022-02-24 00:00:00,2022-02-23 20:23:19,2022-02-24 09:53:41,4,2,2,1,0.14
496,5.49,2022-02-17 19:39:53+00:00,2022-02-21 00:00:00,2022-02-17 20:52:00,2022-02-18 11:42:13,4,2,110,1,247
497,5.98,2022-02-23 20:17:18+00:00,2022-02-25 00:00:00,2022-02-23 21:12:40,2022-02-24 12:46:43,4,2,2,1,0.42
498,5.98,2022-02-22 20:00:00+00:00,2022-02-24 00:00:00,2022-02-23 21:15:00,2022-02-24 15:53:57,4,2,3,1,0.33
499,7.15,2022-02-19 08:06:43+00:00,2022-02-21 00:00:00,2022-02-20 18:01:45,2022-02-21 13:19:42,4,2,14,1,873
500,5.98,2022-02-16 15:39:59+00:00,2022-02-17 00:00:00,2022-02-16 21:15:48,2022-02-17 16:03:15,4,2,75,1,0.38
501,7.15,2022-02-24 19:51:27+00:00,2022-02-28 00:00:00,2022-02-24 21:22:24,2022-02-25 10:22:06,4,2,2,1,825
502,5.98,2022-02-25 20:14:51+00:00,2022-02-28 00:00:00,2022-02-27 18:32:27,2022-02-28 15:24:30,4,2,18,1,0.45
503,5.85,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-20 18:07:18,2022-02-21 08:12:14,4,2,25,1,252
504,8.25,2022-02-17 19:39:55+00:00,2022-02-21 00:00:00,2022-02-18 10:14:03,2022-02-18 16:28:19,4,2,33,1,0.86
505,5.98,2022-02-22 19:41:25+00:00,2022-02-24 00:00:00,2022-02-23 20:57:08,2022-02-24 15:35:56,4,2,18,1,0.43
506,5.49,2022-02-19 18:46:25+00:00,2022-02-21 00:00:00,2022-02-20 18:01:46,2022-02-21 09:49:21,4,2,14,1,302
507,5.49,2022-02-23 20:16:52+00:00,2022-02-25 00:00:00,2022-02-23 20:17:38,2022-02-24 15:03:52,4,2,2,1,156
508,5.49,2022-02-23 20:17:11+00:00,2022-02-25 00:00:00,2022-02-23 21:11:06,2022-02-24 13:06:24,4,2,2,1,269
509,6.55,2022-02-24 19:51:33+00:00,2022-02-28 00:00:00,2022-02-24 21:00:30,2022-02-25 10:07:13,4,2,2,1,721
510,5.49,2022-02-23 20:17:19+00:00,2022-02-25 00:00:00,2022-02-23 21:15:36,2022-02-24 10:58:29,4,2,2,1,0.08
511,7.75,2022-02-26 08:13:02+00:00,2022-02-28 00:00:00,2022-02-27 18:40:15,2022-03-02 12:20:44,4,2,2,1,1583
512,5.49,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-20 18:00:46,2022-02-21 13:28:58,4,2,8,1,0.2
513,6.44,2022-02-22 20:00:12+00:00,2022-02-24 00:00:00,2022-02-24 09:53:27,2022-02-24 16:22:44,4,2,15,1,371
514,6.55,2022-02-23 20:17:21+00:00,2022-02-25 00:00:00,2022-02-23 21:22:40,2022-02-24 12:19:44,4,2,2,1,552
515,6.44,2022-02-26 07:46:46+00:00,2022-03-02 00:00:00,2022-03-02 08:44:51,2022-03-04 07:08:09,4,2,34,1,322
516,7.6,2022-02-22 20:00:27+00:00,2022-02-24 00:00:00,2022-02-23 10:06:18,2022-02-23 12:00:18,4,2,24,1,799
517,5.49,2022-02-21 19:47:04+00:00,2022-02-23 00:00:00,2022-02-21 21:03:45,2022-02-22 10:29:48,4,2,2,1,302
518,6.55,2022-02-26 07:46:46+00:00,2022-02-28 00:00:00,2022-02-27 18:58:13,2022-02-28 16:36:20,4,2,3,1,719
519,5.49,2022-02-24 19:51:35+00:00,2022-02-28 00:00:00,2022-02-24 21:00:27,2022-02-25 13:12:00,4,2,2,1,275
520,5.49,2022-02-23 20:17:07+00:00,2022-02-25 00:00:00,2022-02-23 21:01:57,2022-02-24 14:10:47,4,2,46,1,0.25
521,5.98,2022-02-23 20:17:16+00:00,2022-02-25 00:00:00,2022-02-23 21:11:57,2022-02-24 12:47:27,4,2,2,1,312
522,5.98,2022-02-24 17:45:37+00:00,2022-02-25 00:00:00,2022-02-24 21:05:15,2022-02-25 20:03:09,4,2,2,1,322
523,5.98,2022-02-22 17:40:51+00:00,2022-02-24 00:00:00,2022-02-23 21:24:05,2022-02-24 15:20:46,4,2,2,1,331
524,5.98,2022-02-26 10:09:12+00:00,2022-02-28 00:00:00,2022-02-27 18:40:41,2022-02-28 16:55:33,4,2,2,1,0.43
525,5.49,2022-02-23 20:17:16+00:00,2022-02-25 00:00:00,2022-02-23 20:21:35,2022-02-24 10:28:51,4,2,46,1,269
526,5.98,2022-02-25 12:18:20+00:00,2022-02-28 00:00:00,2022-02-27 18:58:10,2022-02-28 14:32:30,4,2,3,1,0.4
527,6.45,2022-02-26 10:09:12+00:00,2022-03-02 00:00:00,2022-03-03 10:26:55,2022-03-07 11:11:20,4,2,17,1,0.18
528,6.44,2022-02-26 08:13:01+00:00,2022-02-28 00:00:00,2022-02-27 19:00:54,2022-02-28 16:17:50,4,2,47,1,0.45
529,5.98,2022-02-21 19:46:59+00:00,2022-02-23 00:00:00,2022-02-21 21:04:12,2022-02-22 13:10:53,4,2,20,1,0.44
530,7.75,2022-02-23 20:17:21+00:00,2022-02-25 00:00:00,2022-02-23 20:19:43,2022-02-24 13:22:29,4,2,2,1,01.02
531,5.98,2022-02-17 17:39:16+00:00,2022-02-18 00:00:00,2022-02-17 21:00:16,2022-02-18 12:52:13,4,2,20,1,0.43
532,7.15,2022-02-23 20:17:18+00:00,2022-02-25 00:00:00,2022-02-23 21:09:32,2022-02-24 10:25:37,4,2,2,1,801
533,6.45,2022-02-22 19:41:25+00:00,2022-02-24 00:00:00,2022-02-24 11:21:12,2022-02-24 21:16:04,4,2,19,1,269
534,5.49,2022-02-23 20:17:06+00:00,2022-02-28 00:00:00,2022-02-23 21:04:42,2022-02-24 14:37:28,4,2,9,1,156
535,5.98,2022-02-17 17:39:17+00:00,2022-02-18 00:00:00,2022-02-17 20:54:34,2022-02-18 12:24:45,4,2,18,1,357
536,5.98,2022-02-19 18:46:26+00:00,2022-02-21 00:00:00,2022-02-20 18:14:36,2022-02-21 13:50:26,4,2,20,1,345
537,5.49,2022-02-26 18:43:32+00:00,2022-02-28 00:00:00,2022-02-27 18:41:49,2022-02-28 10:37:58,4,2,2,1,0.24
538,5.98,2022-02-23 20:17:18+00:00,2022-02-25 00:00:00,2022-02-23 20:21:35,2022-02-24 12:27:53,4,2,46,1,381
539,5.49,2022-02-23 20:17:06+00:00,2022-02-25 00:00:00,2022-02-23 20:16:59,2022-02-24 13:05:08,4,2,2,1,0.3
540,7.75,2022-02-24 19:51:20+00:00,2022-03-02 00:00:00,2022-02-24 21:02:30,2022-03-02 09:54:03,4,2,2,1,1.21
541,5.49,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-20 18:22:52,2022-02-21 17:04:17,4,2,2,1,269
542,5.85,2022-02-21 19:46:55+00:00,2022-02-23 00:00:00,2022-02-21 20:25:57,2022-02-22 10:57:29,4,2,39,1,275
543,5.98,2022-02-19 09:48:27+00:00,2022-02-21 00:00:00,2022-02-20 18:13:24,2022-02-21 13:03:33,4,2,3,1,0.32
544,5.85,2022-02-22 20:00:02+00:00,2022-02-24 00:00:00,2022-02-23 09:48:23,2022-02-23 13:10:34,4,2,21,1,302
545,7.6,2022-02-22 19:41:29+00:00,2022-02-25 00:00:00,2022-02-24 09:52:10,2022-02-24 18:10:03,4,2,65,1,764
546,5.49,2022-02-26 13:38:17+00:00,2022-02-28 00:00:00,2022-02-27 18:45:55,2022-02-28 16:12:38,4,2,2,1,0.3
547,5.98,2022-02-19 18:46:26+00:00,2022-02-21 00:00:00,2022-02-20 18:40:23,2022-02-21 12:07:16,4,2,75,1,316
548,5.49,2022-02-24 17:45:37+00:00,2022-02-25 00:00:00,2022-02-27 22:31:35,2022-02-27 23:00:03,4,2,38,1,269
549,6.44,2022-02-22 20:00:00+00:00,2022-02-24 00:00:00,2022-02-24 11:12:43,2022-02-26 10:40:00,4,2,61,1,322
550,8.9,2022-02-25 20:14:48+00:00,2022-02-28 00:00:00,2022-02-27 18:45:28,2022-02-28 11:41:22,4,2,2,1,3.36
551,5.49,2022-02-23 20:17:20+00:00,2022-02-25 00:00:00,2022-02-23 20:15:12,2022-02-24 10:50:40,4,2,22,1,275
552,5.49,2022-02-26 18:43:32+00:00,2022-02-28 00:00:00,2022-02-27 18:45:27,2022-02-28 13:42:21,4,2,2,1,252
553,5.98,2022-02-17 17:39:16+00:00,2022-02-18 00:00:00,2022-02-17 20:56:20,2022-02-18 13:30:59,4,2,14,1,0.4
554,6.55,2022-02-24 19:51:02+00:00,2022-02-28 00:00:00,2022-02-24 21:20:53,2022-02-25 10:15:44,4,2,2,1,608
555,6.55,2022-02-23 20:17:09+00:00,2022-02-25 00:00:00,2022-02-23 21:11:06,2022-02-24 16:18:59,4,2,2,1,687
556,5.49,2022-02-23 20:16:58+00:00,2022-02-25 00:00:00,2022-02-23 21:18:12,2022-02-24 14:03:17,4,2,3,1,274
557,5.85,2022-02-22 20:00:19+00:00,2022-02-25 00:00:00,2022-02-24 08:42:19,2022-02-24 17:11:04,4,2,1,1,299
558,8.2,2022-02-23 20:17:19+00:00,2022-02-25 00:00:00,2022-02-23 20:26:29,2022-02-24 11:05:21,4,2,25,1,1283
559,5.98,2022-02-14 19:04:30+00:00,2022-02-16 00:00:00,2022-02-14 21:04:56,2022-02-15 10:38:37,4,2,28,1,0.43
560,6.55,2022-02-22 20:00:01+00:00,2022-02-24 00:00:00,2022-02-23 20:18:43,2022-02-24 15:01:16,4,2,2,1,686
561,8.2,2022-02-24 19:51:38+00:00,2022-02-28 00:00:00,2022-02-25 10:06:36,2022-02-25 20:25:32,4,2,24,1,01.08
562,7.6,2022-02-24 19:51:24+00:00,2022-02-28 00:00:00,2022-02-25 14:49:26,2022-02-26 14:59:50,4,2,56,1,0.79
563,5.98,2022-02-23 20:17:17+00:00,2022-02-25 00:00:00,2022-02-23 21:17:12,2022-02-24 10:44:13,4,2,6,1,344
564,6.44,2022-02-22 20:00:19+00:00,2022-02-24 00:00:00,2022-02-23 10:06:18,2022-02-23 11:23:02,4,2,24,1,465
565,5.98,2022-02-26 08:13:02+00:00,2022-02-28 00:00:00,2022-02-27 18:41:12,2022-02-28 16:38:40,4,2,2,1,0.4
566,5.98,2022-02-14 19:40:46+00:00,2022-02-16 00:00:00,2022-02-14 21:03:52,2022-02-15 11:05:55,4,2,46,1,345
567,5.98,2022-02-23 20:16:58+00:00,2022-02-25 00:00:00,2022-02-23 21:02:25,2022-02-24 09:50:21,4,2,2,1,0.31
568,7.65,2022-02-22 20:00:24+00:00,2022-02-25 00:00:00,2022-02-25 10:34:17,2022-02-25 18:46:00,4,2,17,1,682
569,5.98,2022-02-14 19:04:29+00:00,2022-02-16 00:00:00,2022-02-14 21:19:19,2022-02-15 11:02:09,4,2,26,1,0.48
570,5.85,2022-02-21 19:46:58+00:00,2022-02-23 00:00:00,2022-02-21 20:28:27,2022-02-22 11:29:20,4,2,25,1,0.3
571,6.44,2022-02-23 20:17:18+00:00,2022-02-25 00:00:00,2022-02-23 20:24:04,2022-02-24 18:20:11,4,2,47,1,0.43
572,6.55,2022-02-26 08:11:01+00:00,2022-02-28 00:00:00,2022-02-27 18:45:54,2022-02-28 14:24:49,4,2,2,1,521
573,5.85,2022-02-15 20:36:12+00:00,2022-02-17 00:00:00,2022-02-16 08:15:15,2022-02-16 10:56:55,4,2,50,1,283
574,7.75,2022-02-22 20:00:01+00:00,2022-02-24 00:00:00,2022-02-23 20:19:37,2022-02-24 14:17:18,4,2,2,1,1156
575,7.6,2022-02-23 20:17:51+00:00,2022-02-25 00:00:00,2022-02-23 20:27:56,2022-02-24 15:53:50,4,2,25,1,798
576,5.85,2022-02-19 09:48:27+00:00,2022-02-21 00:00:00,2022-02-20 18:45:19,2022-02-21 12:25:41,4,2,25,1,0.18
577,5.98,2022-02-26 18:43:48+00:00,2022-02-28 00:00:00,2022-02-27 18:52:07,2022-02-28 16:12:26,4,2,46,1,437
578,5.98,2022-02-24 19:51:16+00:00,2022-02-28 00:00:00,2022-02-24 21:13:36,2022-02-25 12:37:18,4,2,14,1,345
579,6.44,2022-02-22 20:00:00+00:00,2022-02-24 00:00:00,2022-02-23 20:28:37,2022-02-24 10:35:00,4,2,25,1,0.33
580,5.49,2022-02-21 07:40:56+00:00,2022-02-22 00:00:00,2022-02-21 20:18:27,2022-02-22 11:21:55,4,2,18,1,266
581,5.98,2022-02-23 20:17:00+00:00,2022-02-25 00:00:00,2022-02-23 21:02:48,2022-02-24 13:12:24,4,2,2,1,0.45
582,5.98,2022-02-15 18:13:10+00:00,2022-02-17 00:00:00,2022-02-15 21:11:05,2022-02-16 14:15:41,4,2,46,1,0.31
583,5.98,2022-02-26 08:13:02+00:00,2022-02-28 00:00:00,2022-02-27 18:45:54,2022-02-28 11:22:38,4,2,2,1,0.35
584,5.49,2022-02-14 19:04:28+00:00,2022-02-16 00:00:00,2022-02-14 21:23:49,2022-02-15 13:22:34,4,2,43,1,177
585,7.15,2022-02-26 10:09:12+00:00,2022-02-28 00:00:00,2022-02-27 18:32:51,2022-02-28 13:50:43,4,2,22,1,818
586,5.85,2022-02-22 20:00:00+00:00,2022-02-24 00:00:00,2022-02-23 10:06:17,2022-02-26 22:20:19,4,2,24,1,1
587,5.85,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-21 08:44:39,2022-02-21 10:38:24,4,2,1,1,222
588,5.85,2022-02-17 19:39:55+00:00,2022-02-21 00:00:00,2022-02-18 09:01:23,2022-02-18 11:18:50,4,2,31,1,269
589,8.85,2022-02-22 20:00:08+00:00,2022-02-24 00:00:00,2022-02-23 20:30:00,2022-02-24 15:10:26,4,2,74,1,1.35
590,5.49,2022-02-24 19:51:41+00:00,2022-02-28 00:00:00,2022-02-24 20:58:08,2022-02-25 14:49:01,4,2,2,1,275
591,5.49,2022-02-25 22:07:04+00:00,2022-02-28 00:00:00,2022-02-27 18:33:12,2022-02-28 11:12:32,4,2,2,1,252
592,6.55,2022-02-24 19:51:02+00:00,2022-02-28 00:00:00,2022-02-24 21:23:02,2022-02-25 10:25:58,4,2,2,1,527
593,5.49,2022-02-17 19:39:56+00:00,2022-02-21 00:00:00,2022-02-17 20:51:08,2022-02-18 13:00:12,4,2,2,1,302
594,7.75,2022-02-24 19:51:36+00:00,2022-02-28 00:00:00,2022-02-24 20:24:58,2022-02-25 15:59:43,4,2,2,1,1.24
595,5.98,2022-02-24 19:51:19+00:00,2022-02-28 00:00:00,2022-02-24 20:24:57,2022-02-25 16:32:32,4,2,2,1,463
596,5.98,2022-02-23 20:17:18+00:00,2022-02-25 00:00:00,2022-02-23 21:07:22,2022-02-24 12:08:07,4,2,2,1,0.35
597,5.98,2022-02-23 20:17:21+00:00,2022-02-25 00:00:00,2022-02-23 20:23:26,2022-02-24 13:43:45,4,2,2,1,0.31
598,5.85,2022-02-15 19:47:33+00:00,2022-02-17 00:00:00,2022-02-15 20:26:59,2022-02-16 12:45:27,4,2,25,1,269
599,5.98,2022-02-18 14:38:04+00:00,2022-02-21 00:00:00,2022-02-18 21:12:13,2022-02-21 13:07:10,4,2,29,1,0.43
600,5.98,2022-02-26 08:11:01+00:00,2022-02-28 00:00:00,2022-02-27 18:40:41,2022-02-28 14:08:15,4,2,2,1,381
601,5.49,2022-02-23 20:17:06+00:00,2022-02-25 00:00:00,2022-02-23 20:23:25,2022-02-24 13:43:43,4,2,2,1,0.29
602,5.98,2022-02-25 18:05:08+00:00,2022-02-28 00:00:00,2022-02-27 18:56:32,2022-02-28 14:54:52,4,2,2,1,0.44
603,5.98,2022-02-15 20:36:05+00:00,2022-02-17 00:00:00,2022-02-15 21:11:29,2022-02-16 13:03:48,4,2,2,1,418
604,6.44,2022-02-22 19:41:37+00:00,2022-02-24 00:00:00,2022-02-23 20:26:28,2022-02-24 13:18:23,4,2,102,1,494
605,07.05,2022-02-26 07:32:55+00:00,2022-02-28 00:00:00,2022-02-28 12:48:33,2022-03-02 00:39:08,4,2,15,1,0.55
606,8.2,2022-02-19 18:46:24+00:00,2022-02-21 00:00:00,2022-02-21 11:22:50,2022-02-22 07:17:39,4,2,107,1,1701
607,5.98,2022-02-23 20:17:22+00:00,2022-02-25 00:00:00,2022-02-23 21:16:25,2022-02-24 08:32:46,4,2,29,1,458
608,5.49,2022-02-17 19:39:52+00:00,2022-02-21 00:00:00,2022-02-17 20:50:11,2022-02-18 12:39:40,4,2,46,1,269
609,5.98,2022-02-17 20:21:09+00:00,2022-02-22 00:00:00,2022-02-17 21:00:17,2022-02-18 10:09:05,4,2,80,1,0.46
610,9.65,2022-02-17 20:21:09+00:00,2022-02-21 00:00:00,2022-02-18 05:39:26,2022-02-18 18:31:22,4,2,94,1,1066
611,5.49,2022-02-16 14:32:29+00:00,2022-02-17 00:00:00,2022-02-16 21:21:27,2022-02-18 14:22:29,4,2,14,1,0.12
612,5.49,2022-02-24 19:51:27+00:00,2022-02-28 00:00:00,2022-02-24 20:36:35,2022-02-25 09:34:02,4,2,110,1,0.17
613,5.98,2022-02-26 08:11:01+00:00,2022-02-28 00:00:00,2022-02-27 18:51:15,2022-02-28 16:00:09,4,2,2,1,0.37
614,5.49,2022-02-22 20:00:21+00:00,2022-02-24 00:00:00,2022-02-23 20:57:31,2022-02-24 12:38:19,4,2,8,1,0.09
615,5.85,2022-02-21 07:40:56+00:00,2022-02-22 00:00:00,2022-02-21 20:29:57,2022-02-22 09:33:06,4,2,30,1,0.09
616,7.75,2022-02-26 17:36:34+00:00,2022-02-28 00:00:00,2022-02-27 18:40:18,2022-02-28 14:33:01,4,2,2,1,1335
617,5.98,2022-02-24 19:51:26+00:00,2022-02-28 00:00:00,2022-02-24 21:05:53,2022-02-25 14:40:38,4,2,43,1,0.37
618,5.98,2022-02-24 19:51:20+00:00,2022-02-28 00:00:00,2022-02-26 07:25:12,2022-02-26 09:49:00,4,2,55,1,398
619,5.98,2022-02-22 20:00:34+00:00,2022-02-24 00:00:00,2022-02-23 20:17:35,2022-02-24 14:11:45,4,2,2,1,323
620,7.15,2022-02-23 20:17:00+00:00,2022-02-25 00:00:00,2022-02-23 21:15:00,2022-02-24 08:55:02,4,2,29,1,819
621,5.98,2022-02-24 19:51:32+00:00,2022-02-28 00:00:00,2022-02-24 20:38:56,2022-02-25 14:00:32,4,2,28,1,437
622,5.98,2022-02-16 14:53:19+00:00,2022-02-17 00:00:00,2022-02-16 21:14:35,2022-02-17 21:43:01,4,2,20,1,0.4
623,5.49,2022-02-16 14:32:29+00:00,2022-02-17 00:00:00,2022-02-16 21:19:55,2022-02-18 10:53:38,4,2,22,1,302
624,5.49,2022-02-18 19:42:57+00:00,2022-02-21 00:00:00,2022-02-20 18:14:48,2022-02-21 14:43:20,4,2,6,1,283
625,5.85,2022-02-17 20:21:09+00:00,2022-02-21 00:00:00,2022-02-17 20:34:32,2022-02-18 10:18:29,4,2,25,1,283
626,7.15,2022-02-19 08:06:50+00:00,2022-02-22 00:00:00,2022-02-20 18:12:40,2022-02-21 10:37:55,4,2,80,1,972
627,7.65,2022-02-21 15:41:51+00:00,2022-02-23 00:00:00,2022-02-22 09:26:46,2022-02-23 11:38:46,4,2,17,1,725
628,5.98,2022-02-26 18:43:31+00:00,2022-03-01 00:00:00,2022-02-27 18:32:10,2022-02-28 19:06:21,4,2,54,1,0.45
629,5.49,2022-02-14 19:04:30+00:00,2022-02-16 00:00:00,2022-02-14 21:03:50,2022-02-15 09:30:49,4,2,2,1,0.18
630,5.98,2022-02-26 10:09:11+00:00,2022-02-28 00:00:00,2022-02-27 18:51:16,2022-02-28 14:18:29,4,2,2,1,437
631,7.75,2022-02-23 20:17:50+00:00,2022-02-25 00:00:00,2022-02-23 20:22:54,2022-02-24 15:34:26,4,2,2,1,1.4
632,07.04,2022-02-14 19:40:46+00:00,2022-02-16 00:00:00,2022-02-21 08:52:01,2022-02-21 12:42:15,4,2,79,1,312
633,6.55,2022-02-22 20:00:30+00:00,2022-02-24 00:00:00,2022-02-23 20:22:50,2022-02-24 09:31:04,4,2,2,1,0.73
634,6.45,2022-02-15 20:36:10+00:00,2022-02-17 00:00:00,2022-02-15 20:28:26,2022-02-16 14:41:10,4,2,88,1,0.3
635,7.15,2022-02-23 20:16:52+00:00,2022-02-25 00:00:00,2022-02-23 20:15:11,2022-02-24 11:51:18,4,2,22,1,812
636,5.98,2022-02-23 20:16:59+00:00,2022-02-25 00:00:00,2022-02-23 20:22:53,2022-02-24 16:02:34,4,2,2,1,412
637,10,2022-02-18 19:42:58+00:00,2022-02-22 00:00:00,2022-02-22 08:52:45,2022-02-23 09:30:26,4,2,57,1,3055
638,5.49,2022-02-15 20:36:07+00:00,2022-02-17 00:00:00,2022-02-15 20:56:10,2022-02-16 09:41:36,4,2,20,1,287
639,6.55,2022-02-27 17:32:07+00:00,2022-03-03 00:00:00,2022-03-02 21:44:20,2022-03-03 13:30:23,4,2,2,1,621
640,5.49,2022-02-26 18:43:32+00:00,2022-02-28 00:00:00,2022-02-27 18:41:31,2022-02-28 14:53:06,4,2,2,1,0.1
641,5.49,2022-02-23 20:17:22+00:00,2022-02-25 00:00:00,2022-02-23 21:17:35,2022-02-24 11:45:43,4,2,13,1,252
642,07.04,2022-02-26 15:37:25+00:00,2022-03-01 00:00:00,2022-02-28 07:58:11,2022-03-01 16:11:43,4,2,84,1,417
643,5.49,2022-02-22 20:00:11+00:00,2022-02-24 00:00:00,2022-02-23 21:23:40,2022-02-24 15:12:16,4,2,2,1,285
